Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2023-448504,31/03/2023 14:02,Term 1,Violence,Rural North,Clarence Valley,Assault,,Possession of a Weapon,An executive staff member reports a student assaulted another student on school grounds. No injuries reported and no first aid was required. Parents have been notified and police is aware. Supports are in place and school is currently managing the matter. Director of Educational Leadership has been notified.,1,On workplace grounds
S-2023-448510,31/03/2023 14:04,Term 1,Violence,Metropolitan South,Kogarah,Threat / Intimidation / Offens. Conduct,,Staff Welfare Concerns,Executive staff report that a student has made verbal threats towards multiple staff members on school grounds. No injuries were sustained. Parents were notified. School is managing the matter. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-448611,31/03/2023 14:28,Term 1,Welfare,Metropolitan South,Canterbury,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports a student has displayed ####### behaviour towards a student on school grounds. Parents were notified. ##### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-448705,31/03/2023 14:51,Term 1,Welfare,Metropolitan South,Kogarah,Attempted Suicide,,Suicidal Intentions,"Executive staff report that a student has engaged in ####### behaviour while expressing ##### intentions on school grounds. No injuries were sustained. Supports are in place. Parents were notified. School is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-448749,31/03/2023 15:01,Term 1,Violence,Metropolitan South,Kogarah,Assault,,Threat / Intimidation / Offens. Conduct,"Executive staff report a student has made verbal threats of violence and allegedly assaulted #######  students on school grounds. No injuries reported. Parents will be notified. School is managing the matter. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-448751,31/03/2023 15:02,Term 1,Violence,Metropolitan North,Gordon,Assault,,,"Executive staff member reports an incident on school grounds involving ##### students due to an assault. No first aid administered. Parents have been notified. Police will be notified. Media unit have been notified. Supports to be put into place. Director, educational leadership is aware.",1,On workplace grounds
S-2023-448840,31/03/2023 15:15,Term 1,Welfare,Rural North,Northern Tablelands,Student Behaviour,,,"An executive staff member reports concerns for a student after they displayed unsafe behaviour on school grounds. First aid was not required. Parents and emergency services were called and the student was conveyed to hospital via ambulance. Supports will be provided to the student and the Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-448942,31/03/2023 15:37,Term 1,Welfare,Metropolitan South,Auburn,Problematic and Harmful Sexualised Behaviour,,,An Executive staff reports concerns for a student and staff member following an incident occurring on school grounds. No physical injuries sustained. Parents notified. ##### will be followed. Supports to be implemented. School is managing the matter.,1,On workplace grounds
S-2023-448955,31/03/2023 15:40,Term 1,Weapon,Metropolitan South,Marrickville,Possession of a Weapon,,,"An executive staff member reported a student was in the possession of weapon on school grounds. No injuries were sustained and no threats were made. Parents were notified. Support is in place. Police will be notified. School continues to manage the matter. Director, Educational Leadership was notified.",1,On workplace grounds
S-2023-449006,31/03/2023 15:51,Term 1,Weapon,Metropolitan South,Port Jackson,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a student displayed #######  behaviour on school grounds. No injuries sustained. Parents were notified. School continue to manage. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-449258,31/03/2023 17:01,Term 1,Violence,Regional North,Hawkesbury,Assault,,,"An executive staff member reported a physical altercation between ##### students on school grounds. First aid was administered. Parents were contacted, and##### student was collected from school for medical treatment.",1,On workplace grounds
S-2023-449484,3/04/2023 8:39,Term 1,Welfare,Metropolitan South,Auburn,Traffic Accident,,,"Executive staff report a student and parent have been involved in the traffic accident that has destroyed school property. Emergency services contacted and attended. School is managing the matter and supports are in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-449584,3/04/2023 9:27,Term 1,Violence,Metropolitan South,Strathfield,Assault,,Student Behaviour,Staff member reporting a student has assaulted ##### staff members and a student on school grounds. No first aid required. Supports are in place. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-449633,3/04/2023 10:01,Term 1,Weapon,Metropolitan South and West,Bungarribee,Possession of a Weapon,,,"An Executive staff member reports a student has been found to be in possession of a weapon on school grounds. Police will be notified. Parent will be informed. Supports are in place. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-449650,3/04/2023 10:06,Term 1,Welfare,Regional South,Camden,Student Behaviour,,,"An executive staff member reports a student displayed ####### behaviour on school grounds. First aid was not required. Parents were notified and the student was collected. The school are managing the matter. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-449701,3/04/2023 10:27,Term 1,Malicious Use of Technology,Regional North,Newcastle,Nuisance Use of Technology,,,Executive staff reports that students have shared inappropriate images with each other on school grounds. Parents are aware. ##### has been followed. Police have been notified. Supports are in place. ####### ,1,On workplace grounds
S-2023-449765,3/04/2023 10:56,Term 1,Welfare,Metropolitan North,Carlingford,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports that a student demonstrated problematic and harmful ##### behaviour on school grounds. Parents and carers have been notified. ##### has been followed. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-449870,3/04/2023 11:41,Term 1,Violence,Metropolitan North,Cambridge Park,Assault,,,A staff member reports students were involved in a physical altercation on school ground. First aid administered. Parents to be notified. Supports are in place. Media unit to be notified. Executive staff are aware.,1,On workplace grounds
S-2023-449913,3/04/2023 11:59,Term 1,Violence,Regional North and West,Mid Coast Valleys,Threat / Intimidation / Offens. Conduct,,,"Executive staff member reports that a student has made threats of violence towards another student on school grounds. Parents were notified. ##### is being followed, and supports are in place.",1,On workplace grounds
S-2023-449983,3/04/2023 12:28,Term 1,Welfare,Metropolitan South and West,Glenfield,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports a student displayed inappropriate behaviour on school grounds. Emergency services were notified and student was conveyed to the hospital via ambulance. Parents were informed. ##### has been followed. ####### ,1,On workplace grounds
S-2023-450053,3/04/2023 12:45,Term 1,Violence,Regional South,Macarthur,Threat / Intimidation / Offens. Conduct,,,An employee reports a student threatened and intimidated a staff members on school grounds. No injuries reported. Supports offered. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-450078,3/04/2023 12:51,Term 1,Welfare,Regional North,Central Coast,Student Welfare Concerns,Student Personal Traumatic Incident,,An executive staff member reports welfare concerns for ##### students involved in an incident off school grounds. Supports are in place and school is managing the matter. Director of Educational Leadership has been notified.,1,On workplace grounds
S-2023-450131,3/04/2023 13:10,Term 1,Welfare,Regional North,Windsor,Problematic and Harmful Sexualised Behaviour,,Suicidal Intentions,Executive staff member reports students have displayed inappropriate behaviour on school grounds. The student has also expressed ##### intentions off school grounds and presented to the hospital. ##### has been followed. ####### ,1,On workplace grounds
S-2023-450165,3/04/2023 13:21,Term 1,Violence,Regional South,South Coast,Assault,,,An executive employee reports a student assaulted another student on school grounds. First aid was administered. Parent was called and will convey student to hospital. Police have been notified. Media unit will be contacted.,1,On workplace grounds
S-2023-450194,3/04/2023 13:29,Term 1,Welfare,Rural North,Tweed Coast,Student Welfare Concerns,Absconding / Missing Student,Threat / Intimidation / Offens. Conduct,"A student in a #####  state has threatened another student then has absconded from school grounds. Student's whereabouts is unknown. Police have been notified. Parent/carer has been notified. Supports are in place. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-450207,3/04/2023 13:36,Term 1,Welfare,Rural South and West,Far West,Student Behaviour,,,A staff member reports a student sustained an injury by another student on school grounds. First aid administered. Parents and ambulance have been contacted. School continue to investigate the incident. Executive staff are aware.,1,On workplace grounds
S-2023-450398,3/04/2023 14:31,Term 1,Violence,Regional South,Shoalhaven,Assault,,Student Behaviour,"Executive staff member reports a student has been assaulted by another student on school grounds. No first aid was required. Parents were notified. Police will be contacted. Director, Educational Leadership will be made aware.",1,On workplace grounds
