Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2022-280098,8/09/2022 15:18,Term 3,Violence,Regional South,Campbelltown,Threat / Intimidation / Offens. Conduct,,,Executive staff has expressed ongoing concerns in the school grounds following incidents involving a student's behaviour. Supports are in place. Parent was called. Police will be called. Director to be notified. School is managing at a local level.,1,On workplace grounds
S-2022-280329,8/09/2022 17:06,Term 3,Violence,Rural South and West,Albury,Indecent Assault,,,An executive staff member reports concerns following an incident involving ##### students on school grounds. Parents have been notified. Police will be contacted. Supports will be implemented. ##### has been completed. Director Educational Leadership will be notified.,1,On workplace grounds
S-2022-280473,9/09/2022 8:34,Term 3,Emergency Situation,Metropolitan North,Ryde,Utility Failure,,,Executive staff member reports Fire and rescue attended school grounds due to a fire alarm on school grounds. The site was assessed and no evacuation was required. Director of Educational Leadership is aware.,1,On workplace grounds
S-2022-280500,9/09/2022 8:47,Term 3,Violence,Metropolitan South,Strathfield,Indecent Assault,,,Staff member reports a student for ##### Assault on school grounds towards another student. ##### has been followed. #####,1,On workplace grounds
S-2022-280651,9/09/2022 9:40,Term 3,Welfare,Rural North,Grafton,Attempted Suicide,,,"Director, Educational Leadership reports of student welfare concerns after an incident that had occurred off school grounds. Parents had been notified. Supports will be put in place for staff and students that may be affected. Executive staff are aware.",1,Excursion
S-2022-280878,9/09/2022 10:59,Term 3,Violence,Metropolitan North,Quakers Hill,Assault,,,An employee reports ##### students were involved in a  #####  altercation on school grounds. First aid administered. Parents are aware. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2022-280916,9/09/2022 11:27,Term 3,Violence,Regional South,Wollondilly,Assault,,,An executive staff member reports ##### students were involved in a  #####  altercation on school grounds. Parents were informed. The incident was filmed and media unit will be notified. School continue to manage.,1,On workplace grounds
S-2022-280979,9/09/2022 12:02,Term 3,Weapon,Metropolitan South,Chullora,Possession of a weapon,,,"An executive staff member reported a student who was in the possession of ##### on school grounds. No injuries were sustained. No threats were made. The ##### was confiscated and kept in a secured area. Parents were notified and the student stayed on the school grounds. Police will be notified. Support was provided to the involved student. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-281095,9/09/2022 13:00,Term 3,Weapon,Rural South and West,Wagga Wagga,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a student threatened another student with a ##### on school grounds. First aid was provided. Parents were contacted and the student involved was collected. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-281121,9/09/2022 13:08,Term 3,Welfare,Metropolitan South and West,St Andrews,Student Behaviour,,,An executive staff member reports a student was in a ##### state and displayed unsafe behavior on school grounds. Parents were notified. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-281124,9/09/2022 13:12,Term 3,Violence,Rural South and West,Queanbeyan,Indecent Assault,,,"Executive staff member reports of a student ##### assaulting another student on school grounds. Parents have been notified. Police will be contacted. Supports have been organised for students. ##### has been followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-281171,9/09/2022 13:31,Term 3,Welfare,Regional North,Port Stephens,Student Behaviour,,,"An Executive reports a student in a ##### state displayed aggressive behaviours towards staff resulting in a lock down on school grounds. No  #####  injuries sustained. #####s contacted and collected student. Supports to be implemented. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-281202,9/09/2022 13:40,Term 3,Welfare,Metropolitan North,Ryde,Student Behaviour,,,An employee reports an incident on school grounds due to a students behaviour. Parents are aware. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2022-281346,9/09/2022 14:24,Term 3,Violence,Metropolitan South,Bondi,Assault,,,Executive staff member reports an incident on school grounds involving ##### students due to an assault. First aid administered. Ambulance called and arrived onsite. Police have been notified. Parents have been notified. Media unit has been notified. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2022-281473,9/09/2022 14:58,Term 3,Welfare,Regional South,Goulburn,Attempted Suicide,,Child Protection,An executive staff member reports concerns for a student following a disclosure made on school grounds. Parents were contacted. Ambulance was called and the student was conveyed to hospital. Supports are in place. ##### has been completed.,1,On workplace grounds
S-2022-281529,9/09/2022 15:10,Term 3,Welfare,Regional North,Blue Mountains,Student Behaviour,,,Executive staff reports concerns in the school grounds following an incident involving a student's behaviour. Supports are in place. Parents were called and advised. School is managing at a local level.,1,On workplace grounds
S-2022-281589,9/09/2022 15:33,Term 3,Violence,Metropolitan North,Mount Druitt,Allegations Of Sexual Assault,,Student Welfare Concerns,"An executive staff member expressed a wellbeing concern for a student who disclosed an allegation of ##### assault involving a known member of community resulted in a student absconding off school grounds. No injuries were sustained. Police were contacted and they are investigating the matter. Parents will be notified upon police advice. ##### was followed. Support will be provided to the involved student. School continues to manage the matter. Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-281676,9/09/2022 15:54,Term 3,Welfare,Rural North,Tweed Coast,Self Harm,,Attempted Suicide,Welfare concerns for Student/,1,On workplace grounds
S-2022-281697,9/09/2022 15:58,Term 3,Welfare,Rural North,Tweed Coast,Self Harm,,Attempted Suicide,Student Welfare Concerns,1,On workplace grounds
S-2022-281719,9/09/2022 15:59,Term 3,Welfare,Rural North,Tweed Coast,Self Harm,,,Student Welfare concerns #####,1,On workplace grounds
S-2022-281722,9/09/2022 16:00,Term 3,Welfare,Rural North,Tweed Coast,Self Harm,,,Student Welfare Concerns,1,On workplace grounds
S-2022-281726,9/09/2022 16:02,Term 3,Welfare,Rural North,Tweed Coast,Self Harm,,,Student Welfare Concerns,1,On workplace grounds
S-2022-281728,9/09/2022 16:03,Term 3,Welfare,Rural North,Tweed Coast,Self Harm,,,Student Welfare Concerns,1,On workplace grounds
